date,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
2025-01-08 00:00:00,27.2,24.4,30.5,0.2,,,4.6,,1010.1,
2025-01-09 00:00:00,29.2,25.1,31.8,1.9,,,5.7,,1010.5,
2025-01-10 00:00:00,27.8,25.3,31,5.6,,,6.5,,1011.5,
2025-01-11 00:00:00,26.6,25.3,29.7,2.4,,,7.6,,1011.6,
2025-01-12 00:00:00,25.2,24.5,26,16.1,,,6.2,,1010.8,
2025-01-13 00:00:00,26.8,23.9,30.4,8.3,,,4,,1009.4,
2025-01-14 00:00:00,25.9,24.8,27.5,18.2,,,4.1,,1010.3,
2025-01-15 00:00:00,27,24.2,29.1,3.9,,,4.4,,1010.9,
2025-01-16 00:00:00,26.5,24.9,29.4,5.2,,,5.8,,1010.4,
2025-01-17 00:00:00,28.4,24.6,32.2,0,,,9,,1009.6,
2025-01-18 00:00:00,26.9,24.7,30.5,15.8,,,8,,1008.8,
2025-01-19 00:00:00,25.4,24.6,26.5,24.8,,,5.1,,1009.2,
2025-01-20 00:00:00,27.2,23.8,30.5,14.9,,,5.5,,1008.8,
2025-01-21 00:00:00,26,24,29.6,1,,,6.9,,1008.7,
2025-01-22 00:00:00,25.4,24.2,27,0,,,4.3,,1009.1,
2025-01-23 00:00:00,25.8,24,29.7,6.7,,,2.8,,1009.1,
2025-01-24 00:00:00,24.9,23.7,27.5,5.6,,,3.7,,1009,
2025-01-25 00:00:00,26.6,24.6,28.2,0.1,,,4.6,,1008.9,
2025-01-26 00:00:00,28,24.2,31.7,1.1,,,5.3,,1008.7,
2025-01-27 00:00:00,26.9,24.5,30,0,,,7.6,,1008.5,
2025-01-28 00:00:00,26.4,24,28.5,1,,,5,,1009.5,
2025-01-29 00:00:00,26.5,24.7,29,15.6,,,5.7,,1009.9,
2025-01-30 00:00:00,27.1,25.1,28.6,9.4,,,4.1,,1009.5,
2025-01-31 00:00:00,27.7,25.2,31,4.2,,,2.8,,1008.8,
2025-02-01 00:00:00,28.8,26.1,30.2,2.9,,,3.6,,1009.8,
2025-02-02 00:00:00,30.2,25.2,33.2,0,,,4.1,,1009.6,
2025-02-03 00:00:00,27.6,23.2,32,0,,,4.8,,1010.6,
2025-02-04 00:00:00,27.7,23.8,32.1,0,,,5.3,,1010.6,
2025-02-05 00:00:00,28.2,25.6,30,0.3,,,4.5,,1009.7,
2025-02-06 00:00:00,27.3,25.2,30.7,0.1,,,4.2,,1009.2,
2025-02-07 00:00:00,28.4,24,32,0,,,5.9,,1010.2,
2025-02-08 00:00:00,27.9,23.2,34,0,,,6.9,,1010.1,
2025-02-09 00:00:00,28.4,24,32.5,0,,,6.6,,1009.6,
2025-02-10 00:00:00,27.7,23.2,32.2,0,,,6.2,,1010.9,
2025-02-11 00:00:00,29.1,26.5,31,0.1,,,5.6,,1011.6,
2025-02-12 00:00:00,28.4,25.1,31.7,0,,,3.8,,1011,
2025-02-13 00:00:00,27.7,24.2,31.7,0.1,,,4.8,,1011.1,
2025-02-14 00:00:00,27.3,23.7,30.5,1.4,,,4.5,,1011.3,
2025-02-15 00:00:00,27.9,24,31.6,0,,,4.5,,1010.5,
2025-02-16 00:00:00,27.2,25.5,30.2,0.1,,,3.9,,1010.3,
2025-02-17 00:00:00,28.4,24.6,32.2,3.4,,,4.8,,1011.6,
2025-02-18 00:00:00,28.2,25.1,31.1,0.7,,,4.5,,1011.9,
2025-02-19 00:00:00,28.3,25.2,31.1,0.1,,,4.3,,1010.7,
2025-02-20 00:00:00,28.7,24.7,31.7,0.1,,,4.1,,1011.1,
2025-02-21 00:00:00,30,28,32,0.5,,,4.4,,1012,
2025-02-22 00:00:00,28.6,25,30.6,0.1,,,4.2,,1012.6,
2025-02-23 00:00:00,28.4,24.5,32.2,0.3,,,3.8,,1012.4,
2025-02-24 00:00:00,29.5,26.5,31.5,0.4,,,3.9,,1011.7,
2025-02-25 00:00:00,29,25.7,34.2,4.9,,,5.6,,1011.9,
2025-02-26 00:00:00,29.1,25.2,33.5,5.3,,,5.4,,1011.5,
2025-02-27 00:00:00,28.2,25.5,32.2,9.7,,,4.1,,1010.3,
2025-02-28 00:00:00,26.7,25,30.5,15.4,,,3.1,,1010,
2025-03-01 00:00:00,26.5,24.2,30.2,18.6,,,3.2,,1009.4,
2025-03-02 00:00:00,26.8,24,30.2,2.5,,,3,,1009.6,
2025-03-03 00:00:00,27,24.5,30.7,46,,,2.8,,1009.9,
2025-03-04 00:00:00,27.3,24.4,29.6,2.8,,,2.7,,1009.4,
2025-03-05 00:00:00,28.2,24.7,31.1,0,,,3.1,,1009.9,
2025-03-06 00:00:00,28.1,25.1,31.2,0,,,3.4,,1010.9,
2025-03-07 00:00:00,28.2,24.7,30.7,0.8,,,3.8,,1010,
2025-03-08 00:00:00,28.5,25,31.1,0,,,3.9,,1009,
2025-03-09 00:00:00,28.3,24.6,32.2,0,,,4.2,,1008.7,
2025-03-10 00:00:00,28.1,27,29.7,0,,,4.4,,1009.2,
2025-03-11 00:00:00,26.1,23.5,32,20.3,,,3.5,,1009.5,
2025-03-12 00:00:00,28.6,23.5,31.6,3,,,3,,1010.1,
2025-03-13 00:00:00,28.5,25.6,32,0.7,,,3,,1009.7,
2025-03-14 00:00:00,28.2,25,31.5,0.4,,,3,,1009.8,
2025-03-15 00:00:00,28,24.7,31.5,1.5,,,2.8,,1010.5,
2025-03-16 00:00:00,26.4,24.5,29.7,0.5,,,2.7,,1010.8,
2025-03-17 00:00:00,25.9,24,30.4,0,,,2.7,,1010.4,
2025-03-18 00:00:00,27.9,24.2,31.1,,,,2.8,,1010.6,
2025-03-19 00:00:00,26.9,24.1,31.7,,,,2.7,,1011.4,
2025-03-20 00:00:00,28.7,24.1,31.5,15.5,,,2.9,,1012.3,
2025-03-21 00:00:00,28.2,25,31.5,0,,,3.1,,1012.2,
2025-03-22 00:00:00,27.7,25,31.2,64.5,,,2.9,,1012.1,
2025-03-23 00:00:00,28.7,25,31.2,0,,,3.5,,1011.9,
2025-03-24 00:00:00,29.2,27.5,31,1.5,,,3.1,,1011,
2025-03-25 00:00:00,27,25,31.6,0.7,,,2.7,,1009.3,
2025-03-26 00:00:00,29.6,26.8,31,5.2,,,3.3,,1008.7,
2025-03-27 00:00:00,28.7,26,31,0.4,,,3.7,,1008.8,
2025-03-28 00:00:00,28.9,23.2,32,0.6,,,3.4,,1008.1,
2025-03-29 00:00:00,28.6,23.9,32,0.2,,,3.8,,1007.6,
2025-03-30 00:00:00,29,25.7,31.5,1,,,3.2,,1008.4,
2025-03-31 00:00:00,30,27.8,31.1,3.2,,,3.1,,1008.8,
2025-04-01 00:00:00,28.3,26.6,30.5,0.7,,,3.5,,1008.5,
2025-04-02 00:00:00,28.1,25.7,31.6,9.5,,,3.6,,1008.7,
2025-04-03 00:00:00,27.5,25,31.7,5.4,,,3.4,,1010.4,
2025-04-04 00:00:00,27.5,24.6,30.2,4.2,,,3.3,,1011.1,
2025-04-05 00:00:00,27.7,24.6,30.2,5.6,,,2.8,,1010.5,
2025-04-06 00:00:00,27.7,24.6,31.2,37.1,,,3.8,,1009.4,
2025-04-07 00:00:00,28,25,31,0,,,3.1,,1009.1,
2025-04-08 00:00:00,29,25,32,2.5,,,3.5,,1009.8,
2025-04-09 00:00:00,28.3,26.1,30.5,3.3,,,3,,1010,
2025-04-10 00:00:00,27.5,25.2,30.2,7.6,,,4.1,,1009,
2025-04-11 00:00:00,28.2,24.7,31,0,,,5.9,,1009.2,
2025-04-12 00:00:00,29,25,32.2,2.5,,,4.5,,1009.2,
2025-04-13 00:00:00,29,25.6,31.6,0,,,4.2,,1009.5,
2025-04-14 00:00:00,29.5,24.9,31.5,3.5,,,3.4,,1009,
2025-04-15 00:00:00,29.6,26.7,31.2,0.4,,,3,,1009.1,
2025-04-16 00:00:00,29.2,26.2,31.7,1.5,,,2.8,,1009.4,
2025-04-17 00:00:00,29.8,26.7,32,,,,2.9,,1009.1,
2025-04-18 00:00:00,29.7,27.7,31.7,,,,3.1,,1008.7,
2025-04-19 00:00:00,29.6,26.7,32.2,,,,3.4,,1008.6,
2025-04-20 00:00:00,30.4,29.6,31.2,,,,3.4,,1009.1,
2025-04-21 00:00:00,29.8,28.4,30.7,9.2,,,3.7,,1010.1,
2025-04-22 00:00:00,28,23.8,31.2,5.9,,,3.3,,1010.9,
2025-04-23 00:00:00,28.1,25.1,31.7,4.2,,,3.4,,1010.1,
2025-04-24 00:00:00,28.9,25.6,31.7,3.1,,,3.4,,1009.1,
2025-04-25 00:00:00,28.4,25.3,31.2,3.2,,,3.7,,1008.9,
2025-04-26 00:00:00,28.6,26.6,31.7,3.6,,,3.4,,1008.7,
2025-04-27 00:00:00,28.2,25.7,31,10.9,,,3.3,,1009.1,
2025-04-28 00:00:00,28.7,26,31,1.9,,,3.4,,1008.5,
2025-04-29 00:00:00,28.9,25.7,32,0.5,,,3.8,,1008,
2025-04-30 00:00:00,26.9,25.5,28.6,0,,,3.2,,1009,
2025-05-01 00:00:00,28.7,25.2,31.5,1.2,,,4.1,,1009.4,
2025-05-02 00:00:00,28.6,26,31.2,1.3,,,4.1,,1009.5,
2025-05-03 00:00:00,29.3,25.8,31,9.6,,,3.8,,1009.4,
2025-05-04 00:00:00,29.7,27.5,31.3,1.8,,,3.1,,1008.3,
2025-05-05 00:00:00,28.2,24.1,31.2,5.7,,,3.8,,1008.1,
2025-05-06 00:00:00,30.5,28.1,31.7,3.3,,,4.1,,1008.8,
2025-05-07 00:00:00,27.9,26.1,30.6,11.2,,,3.3,,1008.5,
2025-05-08 00:00:00,26.8,25.2,30.5,8.3,,,3.1,,1008.5,
2025-05-09 00:00:00,29.1,25.5,31.2,0.8,,,3.1,,1008.9,
2025-05-10 00:00:00,30,28.2,32,5.3,,,3.9,,1009.1,
2025-05-11 00:00:00,29.8,26.7,31.7,1.5,,,5,,1008.8,
2025-05-12 00:00:00,30.1,28.2,31.5,0,,,4.8,,1007.8,
2025-05-13 00:00:00,29.1,26.6,31.2,10.9,,,5.5,,1007.3,
2025-05-14 00:00:00,30.7,29.9,32.1,12.3,,,5.1,,1007.6,
2025-05-15 00:00:00,27.9,26.7,30.5,15.1,,,4.4,,1007.9,
2025-05-16 00:00:00,29.5,26.6,31.2,10.3,,,4.1,,1008,
2025-05-17 00:00:00,27,25,31,20.5,,,3.7,,1007.7,
2025-05-18 00:00:00,28.2,26.2,30,23.6,,,4.1,,1006.9,
2025-05-19 00:00:00,27.9,25.5,29.3,11.2,,,6.1,,1006.2,
2025-05-20 00:00:00,28.8,28.1,30.1,0,,,6.1,,1006.3,
2025-05-21 00:00:00,29.5,28.6,30.2,13,,,5.9,,1007.6,
2025-05-22 00:00:00,29.7,28.1,31.5,18.1,,,4.8,,1007.7,
2025-05-23 00:00:00,29.7,28.5,31,4.7,,,5.9,,1006.8,
2025-05-24 00:00:00,25.8,24,28.6,19.2,,,5.7,,1007.1,
2025-05-25 00:00:00,28.2,24.7,30.7,8.1,,,4.8,,1008.1,
2025-05-26 00:00:00,27.9,25.7,30.2,12.8,,,6.3,,1008.5,
2025-05-27 00:00:00,28.4,26.1,29.7,3.9,,,7.2,,1007.9,
2025-05-28 00:00:00,29.3,28.2,30.5,3,,,7.9,,1007.6,
2025-05-29 00:00:00,29,25.7,31.5,14,,,9,,1007.8,
2025-05-30 00:00:00,27.3,24.5,29.7,13.9,,,7.6,,1008.5,
2025-05-31 00:00:00,28.8,27.9,30.5,11.5,,,7.1,,1009.7,
2025-06-01 00:00:00,29.3,28.4,30.7,8,,,6.1,,1010.1,
2025-06-02 00:00:00,29.5,28.5,30.7,5.4,,,5.9,,1010.1,
2025-06-03 00:00:00,29.5,28,31,6,,,4.4,,1010,
2025-06-04 00:00:00,29.1,26.7,31,7.4,,,4.3,,1010.4,
2025-06-05 00:00:00,29.4,26.5,31.2,5.7,,,5.2,,1010.1,
2025-06-06 00:00:00,29.4,28.1,31.2,5.8,,,4.8,,1010.3,
2025-06-07 00:00:00,29.3,28.1,30.7,2.5,,,6.1,,1010.8,
2025-06-08 00:00:00,29.6,28.5,30.7,0,,,6.1,,1010.1,
2025-06-09 00:00:00,29.7,28.5,31.2,1.6,,,6.5,,1009,
2025-06-10 00:00:00,28.6,27.5,30.5,31.2,,,7.6,,1007,
2025-06-11 00:00:00,28.2,26.2,30.6,41.4,,,7.5,,1006.4,
2025-06-12 00:00:00,28.8,26.5,30.2,10.9,,,6.9,,1006.2,
2025-06-13 00:00:00,28.2,26.2,30.2,24.5,,,6.3,,1007.7,
2025-06-14 00:00:00,26.5,24,29,36.9,,,6.2,,1008.9,
2025-06-15 00:00:00,26.4,25.5,27.6,32.2,,,4.7,,1009.2,
2025-06-16 00:00:00,25.6,23.7,29.5,27.8,,,4,,1009.5,
2025-06-17 00:00:00,26.6,24.4,30.5,8.5,,,3.3,,1010.4,
2025-06-18 00:00:00,28.1,24.4,30.5,2.3,,,3.8,,1010.2,
2025-06-19 00:00:00,28.5,26.3,31,8,,,4.3,,1010,
2025-06-20 00:00:00,28.6,27,30.2,5.4,,,5.1,,1010.4,
2025-06-21 00:00:00,28.6,27.7,29.5,10.6,,,5.5,,1010.2,
2025-06-22 00:00:00,29,28,30,7.3,,,5.8,,1010,
2025-06-23 00:00:00,28.6,26.5,30.4,4.9,,,5.9,,1009.5,
2025-06-24 00:00:00,28.8,26.6,30.6,2.3,,,5.8,,1008.9,
2025-06-25 00:00:00,28.4,25.5,30.7,7,,,5.8,,1008.8,
2025-06-26 00:00:00,27.8,25.5,30.2,25.2,,,4.2,,1009,
2025-06-27 00:00:00,28.3,25.3,30.1,7.9,,,3.6,,1009.3,
2025-06-28 00:00:00,28.7,27.2,30.5,12.2,,,4.8,,1009.7,
2025-06-29 00:00:00,28.8,27.1,30.5,7.7,,,4.4,,1009.1,
2025-06-30 00:00:00,29.1,28,30.7,1.5,,,4.4,,1008.5,
2025-07-01 00:00:00,29,28,30.5,2.5,,,5.9,,1009.3,
2025-07-02 00:00:00,29.1,27.7,31.2,1.4,,,5.6,,1009.1,
2025-07-03 00:00:00,28.8,26.7,30.7,13.1,,,5.1,,1009.7,
2025-07-04 00:00:00,28.8,26.6,30.2,2.4,,,5,,1010.6,
2025-07-05 00:00:00,29.1,26.6,30.7,1.6,,,5.1,,1010.2,
2025-07-06 00:00:00,29.1,27.7,30.6,6.3,,,5.5,,1009.9,
2025-07-07 00:00:00,29.2,28.5,30.5,2.8,,,4.9,,1009.7,
2025-07-08 00:00:00,29.6,28.3,31.6,0.4,,,6,,1009.9,
2025-07-09 00:00:00,29.5,28.2,31.2,5.8,,,5.1,,1009.6,
2025-07-10 00:00:00,29.7,28.8,30.7,4.7,,,5.7,,1008.3,
2025-07-11 00:00:00,29.5,28.1,31.6,2.7,,,6.7,,1007.9,
2025-07-12 00:00:00,28.9,27.6,30.7,8.5,,,6.1,,1009.1,
2025-07-13 00:00:00,29,27.6,31.5,10.6,,,6.7,,1009.5,
2025-07-14 00:00:00,28.7,26.7,30.7,15.4,,,5.3,,1009.6,
2025-07-15 00:00:00,28.7,28,29.7,4.9,,,5.5,,1008.6,
2025-07-16 00:00:00,28.6,27.2,31,27.4,,,5.3,,1008,
2025-07-17 00:00:00,28.2,27,29.8,4.3,,,6.6,,1008.1,
2025-07-18 00:00:00,27.9,25,30,5,,,6.6,,1008.1,
2025-07-19 00:00:00,27.3,26,29.2,2,,,7.7,,1007.1,
2025-07-20 00:00:00,27.1,26.2,28.5,0,,,6.2,,1007.1,
2025-07-21 00:00:00,26.9,25.7,28,23.4,,,5.4,,1008.1,
2025-07-22 00:00:00,27.5,26.1,29.1,21.4,,,5.4,,1009.2,
2025-07-23 00:00:00,27.2,26.2,28.2,14.6,,,5.2,,1008.8,
2025-07-24 00:00:00,26.8,24.5,29,8.1,,,4.5,,1008.5,
2025-07-25 00:00:00,26.5,23.7,29,2.3,,,3.1,,1009,
2025-07-26 00:00:00,26,23.5,28.2,0,,,3.3,,1010.4,
2025-07-27 00:00:00,27.6,23.6,30.3,1.7,,,3,,1010.3,
2025-07-28 00:00:00,27.8,26.2,29.8,0.2,,,4.2,,1009.4,
2025-07-29 00:00:00,27.9,25.5,29.7,0,,,5,,1009.3,
2025-07-30 00:00:00,28.4,27.2,29.5,0.7,,,4.8,,1009.3,
2025-07-31 00:00:00,27.7,27,28.7,0,,,4.7,,1009,
2025-08-01 00:00:00,27.4,26.7,28.7,1.8,,,4.2,,1008.2,
2025-08-02 00:00:00,26.9,26.5,27.5,6.2,,,4.8,,1008.1,
2025-08-03 00:00:00,26.6,26,27.2,6.1,,,3.7,,1009.2,
2025-08-04 00:00:00,27.1,25.6,28.6,0.3,,,4.8,,1009.3,
2025-08-05 00:00:00,27.1,25.7,28.7,0,,,5.8,,1009,
2025-08-06 00:00:00,27.7,27,29.1,1.7,,,5.7,,1008.6,
2025-08-07 00:00:00,28.2,26.5,30.7,3.7,,,5.5,,1008.5,
2025-08-08 00:00:00,28.7,27.2,30.5,5.1,,,5.5,,1009.5,
2025-08-09 00:00:00,28.5,27.1,30.1,1.7,,,5.1,,1011.2,
2025-08-10 00:00:00,28,26,29.7,4,,,5,,1011.2,
2025-08-11 00:00:00,27.1,25.2,29.5,2.3,,,4.7,,1011.1,
2025-08-12 00:00:00,27.6,26.6,28.6,0,,,5.5,,1010.1,
2025-08-13 00:00:00,28.1,26.7,29,9.4,,,6,,1009.2,
2025-08-14 00:00:00,28.1,26.5,30.1,7.1,,,5.5,,1009.2,
2025-08-15 00:00:00,28.6,27.5,30.2,7.3,,,6.2,,1008.8,
2025-08-16 00:00:00,28.5,27.3,29.7,4.7,,,7,,1007.6,
2025-08-17 00:00:00,28.2,27,30.2,5.1,,,6.3,,1007.8,
2025-08-18 00:00:00,28.7,27.1,30,3.5,,,5.8,,1009.9,
2025-08-19 00:00:00,28.3,27,29.6,0,,,5.2,,1010,
2025-08-20 00:00:00,28.4,27.1,29.5,0.6,,,4.7,,1009.8,
2025-08-21 00:00:00,28.6,27.2,30.7,0.2,,,4.8,,1010.2,
2025-08-22 00:00:00,28.6,27.1,30.2,6.1,,,5.1,,1010.1,
2025-08-23 00:00:00,28.2,27.3,30,4.9,,,4.9,,1010.2,
2025-08-24 00:00:00,28.4,27,30.5,1.3,,,4.4,,1010.7,
2025-08-25 00:00:00,28.2,27.1,29.7,0,,,5.1,,1009.8,
2025-08-26 00:00:00,28.4,27.2,30.1,3,,,6.3,,1010.2,
2025-08-27 00:00:00,26.9,24.5,30.2,6.5,,,6.7,,1010.2,
2025-08-28 00:00:00,28,25.3,29.7,17.9,,,5.6,,1010.1,
2025-08-29 00:00:00,28.4,26.5,30.5,20.5,,,5.1,,1010.5,
2025-08-30 00:00:00,28.3,26.7,29.9,11.7,,,4.6,,1011.1,
2025-08-31 00:00:00,28.5,27.1,30.1,9.4,,,5.1,,1010.3,
2025-09-01 00:00:00,28.6,27.3,30,5.8,,,6.2,,1008.5,
2025-09-02 00:00:00,28.7,27.4,30.3,2.5,,,6.8,,1008.4,
2025-09-03 00:00:00,28.7,27.1,30.5,6.8,,,6.7,,1008.8,
2025-09-04 00:00:00,28.5,27.1,30.6,5.1,,,5.9,,1009.4,
2025-09-05 00:00:00,28.8,27,31.5,6,,,5.1,,1010,
2025-09-06 00:00:00,28.7,27.2,31.2,2,,,4.9,,1010.2,
2025-09-07 00:00:00,28.9,27.2,31,0.8,,,4.5,,1009.8,
2025-09-08 00:00:00,28.2,27.9,28.7,1.3,,,4.1,,1008.8,
2025-09-09 00:00:00,28.7,28,29.7,2.7,,,4.3,,1009.2,
2025-09-10 00:00:00,29,27.5,31.2,1.7,,,4,,1009.9,
2025-09-11 00:00:00,29.2,27.4,31.5,2.3,,,3.8,,1009.7,
2025-09-12 00:00:00,28.8,28,30.6,2,,,4.7,,1009.3,
2025-09-13 00:00:00,29,27.7,30.7,6.1,,,4.8,,1009.6,
2025-09-14 00:00:00,29.1,27.8,31,2.9,,,4.5,,1010.4,
2025-09-15 00:00:00,28.8,27.7,29.7,9.6,,,4.6,,1010.2,
2025-09-16 00:00:00,28.3,27.2,29,14.3,,,4.2,,1009.8,
2025-09-17 00:00:00,27.5,25.6,30.2,14.2,,,3.9,,1009.8,
2025-09-18 00:00:00,26.9,25,29.5,15.9,,,3.7,,1010,
2025-09-19 00:00:00,28.5,27.2,29.7,17.4,,,4.3,,1010.9,
2025-09-20 00:00:00,29,27,32,5.4,,,5.1,,1010.3,
2025-09-21 00:00:00,28.7,26.5,31.2,19.4,,,5.9,,1009.8,
2025-09-22 00:00:00,28.7,26.6,31.1,24.9,,,5.9,,1010.7,
2025-09-23 00:00:00,28.9,26.1,31.7,10.4,,,5.5,,1011.6,
2025-09-24 00:00:00,28.5,27.2,30.5,9.4,,,5.4,,1010.6,
2025-09-25 00:00:00,26.7,24.7,29.7,25.6,,,5.8,,1009.6,
2025-09-26 00:00:00,27,25.2,28.7,32.6,,,5.2,,1009.8,
2025-09-27 00:00:00,28.6,26,30.5,8.3,,,4.7,,1010.6,
2025-09-28 00:00:00,29.1,27.5,30.2,7.7,,,4.2,,1010.8,
2025-09-29 00:00:00,28.6,27.6,30.1,6.1,,,4.9,,1010,
2025-09-30 00:00:00,28.4,27.5,30.1,2.4,,,5.1,,1008.9,
2025-10-01 00:00:00,28.9,27.7,30.3,2.5,,,5.6,,1008.5,
2025-10-02 00:00:00,28.9,26.2,31,1.9,,,4.4,,1009.8,
2025-10-03 00:00:00,28.9,25.9,30.7,0.4,,,3.1,,1011.1,
2025-10-04 00:00:00,25.7,22.7,29.5,19.7,,,2.9,,1011.8,
2025-10-05 00:00:00,27.1,25.2,29.1,9.3,,,2.4,,1011.9,
2025-10-06 00:00:00,28.8,26.7,30.2,3.1,,,2.2,,1011.6,
2025-10-07 00:00:00,28.4,26.5,29.2,2,,,2.7,,1011.4,
2025-10-08 00:00:00,28.7,26,31,2.1,,,2.6,,1011.3,
2025-10-09 00:00:00,28.6,25.6,30.7,1.6,,,2.4,,1011.5,
2025-10-10 00:00:00,28.4,26,30,4.9,,,2.7,,1011.1,
2025-10-11 00:00:00,27.4,25.2,29.5,0.7,,,2.5,,1010.1,
2025-10-12 00:00:00,27.7,24.5,31,1.5,,,3.3,,1009.2,
2025-10-13 00:00:00,27.2,24.2,30.7,1.1,,,2.5,,1008.6,
2025-10-14 00:00:00,27.4,24.1,30.2,9.4,,,3.2,,1007.3,
2025-10-15 00:00:00,26.2,24.1,29.1,14.2,,,2.4,,1006.4,
2025-10-16 00:00:00,27.4,24.2,29.7,9.6,,,2.4,,1006.6,
2025-10-17 00:00:00,26.4,24.7,29.2,17.7,,,2.4,,1008,
2025-10-18 00:00:00,27.2,24.7,29.5,19.5,,,2.3,,1008.3,
2025-10-19 00:00:00,25.9,23.7,28,27,,,2.6,,1007.6,
2025-10-20 00:00:00,26.1,24.1,28.1,22.7,,,2.4,,1006.9,
2025-10-21 00:00:00,25.4,24.2,27.5,33.8,,,2.7,,1007.3,
2025-10-22 00:00:00,26.2,24.7,28,33.7,,,2.9,,1008.8,
2025-10-23 00:00:00,26.7,23.7,29.7,41.4,,,3,,1010,
2025-10-24 00:00:00,25.6,24.6,27.1,14.2,,,2.4,,1010.2,
2025-10-25 00:00:00,26.3,24.5,27.5,4.1,,,2.1,,1009.8,
2025-10-26 00:00:00,28.4,27.2,29.7,0.3,,,3.4,,1009.5,
2025-10-27 00:00:00,28.9,28.1,30.2,0.6,,,4,,1009.6,
2025-10-28 00:00:00,28.8,27.5,30.1,5.3,,,4.2,,1009.9,
2025-10-29 00:00:00,28.3,26.2,30,1.7,,,4.2,,1010.4,
2025-10-30 00:00:00,28.8,26,31.5,0,,,3.1,,1011,
2025-10-31 00:00:00,28.8,24.8,31.7,0,,,3.3,,1011.9,
2025-11-01 00:00:00,28.6,24.8,30.7,0,,,3.6,,1011.8,
2025-11-02 00:00:00,29.1,27.5,30.5,0.7,,,4,,1012.6,
2025-11-03 00:00:00,28.8,27.7,30,0,,,4.5,,1012.4,
2025-11-04 00:00:00,28.9,27.5,31.2,0.7,,,4.6,,1011.8,
2025-11-05 00:00:00,28.5,27,29.7,5.9,,,5.2,,1010.7,
2025-11-06 00:00:00,28.3,27.7,29.2,47.1,,,4.7,,1010.5,
2025-11-07 00:00:00,27,25.1,28.7,3.1,,,3.4,,1011.1,
2025-11-08 00:00:00,26.3,25.1,27.7,2.3,,,2.9,,1011.8,
2025-11-09 00:00:00,27.9,24.5,30.5,2.6,,,2.7,,1011.2,
2025-11-10 00:00:00,27.3,24.2,29.2,2.7,,,2.5,,1011.2,
2025-11-11 00:00:00,27.6,24.6,30.2,9.8,,,2.6,,1011.5,
2025-11-12 00:00:00,27.1,25.5,30.1,10,,,3.5,,1010.9,
2025-11-13 00:00:00,27.6,25.2,30,7.6,,,3.4,,1011.2,
2025-11-14 00:00:00,27.5,25.2,30.7,8.4,,,3.8,,1010.7,
2025-11-15 00:00:00,27.7,26,29.6,0.6,,,5.8,,1011.2,
2025-11-16 00:00:00,27.6,26,29.6,1,,,6.5,,1011.4,
2025-11-17 00:00:00,26.2,23.7,29,14.8,,,5.3,,1010.6,
2025-11-18 00:00:00,25.5,23.5,30,17.3,,,3,,1010.1,
2025-11-19 00:00:00,28,26,29.7,2.4,,,3.1,,1010.3,
2025-11-20 00:00:00,27.7,25.5,29.7,3.9,,,3.8,,1010.7,
2025-11-21 00:00:00,27.1,24,30.1,17.9,,,3.7,,1011.1,
2025-11-22 00:00:00,27.1,24.1,30.5,20.3,,,3.1,,1010.8,
2025-11-23 00:00:00,26.7,25,28.7,18.5,,,2.7,,1010.5,
2025-11-24 00:00:00,25.5,24.4,27.7,22.1,,,2.7,,1010.6,
2025-11-25 00:00:00,26.7,25.1,28.7,19,,,3.2,,1010.2,
2025-11-26 00:00:00,25.1,24.2,26,14.8,,,4.5,,1009.6,
2025-11-27 00:00:00,24,23.7,24.5,65.7,,,6.7,,1009.3,
2025-11-28 00:00:00,23.5,23.2,23.7,55.7,,,6.1,,1008.9,
2025-11-29 00:00:00,24.7,22.7,25.7,20.5,,,5.5,,1008.8,
2025-11-30 00:00:00,25.5,21.2,28.7,0,,,5,,1009.8,
2025-12-01 00:00:00,26.5,24.1,29,0,,,3.8,,1010,
2025-12-02 00:00:00,27,25,29.2,0,,,3.7,,1009.6,
2025-12-03 00:00:00,27.4,25.2,29.5,0,,,3.1,,1010.6,
2025-12-04 00:00:00,26.7,24.5,29,8.3,,,2.9,,1011.1,
2025-12-05 00:00:00,25.6,24.1,29.6,19.2,,,2.9,,1011.4,
2025-12-06 00:00:00,26.1,24,29.2,10.9,,,2.7,,1011.7,
2025-12-07 00:00:00,27.4,25,30.5,9.8,,,3.1,,1012,
2025-12-08 00:00:00,28.4,26.1,30,0,,,5.3,,1011.3,
2025-12-09 00:00:00,27.5,25.5,29.5,9.1,,,6.5,,1010.4,
2025-12-10 00:00:00,27.1,25.2,29.5,16.2,,,5.1,,1010.4,
2025-12-11 00:00:00,27.3,25.4,29,14.8,,,6.5,,1010.3,
2025-12-12 00:00:00,27.1,25,29.5,7.6,,,5.2,,1010,
2025-12-13 00:00:00,27.2,24.7,29.7,38.3,,,5.4,,1010.2,
2025-12-14 00:00:00,26.9,24.1,29.2,0,,,7.6,,1010.8,
2025-12-15 00:00:00,25.7,24.5,28.2,0,,,8.1,,1010.6,
2025-12-16 00:00:00,28,25.5,29.7,4.4,,,4.5,,1009.8,
2025-12-17 00:00:00,27.7,25.7,29.7,5.2,,,2.8,,1010.4,
2025-12-18 00:00:00,25.6,24,27,6.4,,,4.5,,1010.7,
2025-12-19 00:00:00,27.9,25,29.6,0,,,6.5,,1010.2,
