date,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
2025-12-20 00:00:00,26.8,23.7,29,0,,,7.4,,1009.5,
2025-12-21 00:00:00,26.8,24.2,28.9,0,,,7.6,,1009.7,
2025-12-22 00:00:00,26.5,23.7,29.6,0,,,7.6,,1009.6,
2025-12-23 00:00:00,27.3,23.8,31.1,0,,,7.5,,1009.2,
2025-12-24 00:00:00,27.3,24.1,29.6,0,,,6.8,,1009.7,
2025-12-25 00:00:00,27.7,24.7,30.3,0,,,6.7,,1010.1,
2025-12-26 00:00:00,26.9,22.8,30.3,0,,,6.4,,1010.1,
2025-12-27 00:00:00,27.9,24.7,30.7,0,,,6.3,,1010.2,
2025-12-28 00:00:00,27.3,24.3,30.7,0,,,6.6,,1010.8,
2025-12-29 00:00:00,27.8,25,30,0,,,6.2,,1010.4,
2025-12-30 00:00:00,27.1,24.6,30.2,0,,,6.8,,1010.5,
2025-12-31 00:00:00,27.1,24.8,29.2,16.4,,,6,,1009.9,
2026-01-01 00:00:00,27.6,25.7,29.2,9.1,,,5.5,,1010.3,
