name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
Colombo,2022-07-20,86.1,80.4,82.3,97.4,86.1,89.9,76.2,82.0,0.008,0,4.17,rain,0,0,24.8,11.4,244.9,1007.5,36.8,8.2,201.1,17.3,7,30.0,2022-07-20T06:02:59,2022-07-20T18:31:07,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43450099999,43467099999,CEI0000VCCC,CEI0000VCBI,43466099999,CEM00043466"
Colombo,2022-07-21,84.9,78.9,81.4,94.6,78.9,87.6,76.1,84.0,0.073,100,12.5,rain,0,0,22.1,12.8,237.4,1007.7,38.9,8.2,206.7,17.9,8,30.0,2022-07-21T06:03:08,2022-07-21T18:31:04,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"CEM00043486,43450099999,43467099999,CEI0000VCCC,CEI0000VCBI,43486099999,43466099999,CEM00043466"
Colombo,2022-07-22,84.3,78.9,81.7,94.4,78.9,88.7,76.4,84.1,0.113,100,29.17,rain,0,0,27.3,12.8,242.2,1008.5,38.9,7.8,154.9,13.4,6,30.0,2022-07-22T06:03:18,2022-07-22T18:31:00,0.78,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43450099999,43467099999,CEI0000VCCC,CEI0000VCBI,43466099999,CEM00043466"
Colombo,2022-07-23,86.1,80.4,82.4,97.4,85.8,89.7,75.9,81.0,0.0,0,0.0,,0,0,29.1,16.1,245.1,1008.4,33.0,8.2,225.6,19.5,8,30.0,2022-07-23T06:03:27,2022-07-23T18:30:55,0.82,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43450099999,43467099999,CEI0000VCCC,CEI0000VCBI,43466099999,CEM00043466"
Colombo,2022-07-24,84.9,80.7,82.2,94.4,86.1,89.3,75.4,80.0,0.0,0,0.0,,0,0,26.4,11.4,245.2,1008.4,36.0,8.2,228.6,19.7,8,30.0,2022-07-24T06:03:35,2022-07-24T18:30:49,0.85,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43450099999,43467099999,CEI0000VCCC,CEI0000VCBI,43466099999,CEM00043466"
Colombo,2022-07-25,87.9,80.7,82.9,98.4,86.4,90.9,76.4,81.2,0.001,0,0.0,rain,0,0,19.2,11.4,242.9,1007.9,34.1,8.1,223.3,19.3,8,30.0,2022-07-25T06:03:43,2022-07-25T18:30:43,0.88,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"CEM00043486,43450099999,43467099999,CEI0000VCCC,CEI0000VCBI,43486099999,43466099999,CEM00043466"
Colombo,2022-07-26,87.9,77.1,82.8,100.5,77.1,90.7,76.9,82.9,0.0,0,0.0,,0,0,16.8,10.3,238.0,1008.0,27.6,8.1,236.8,20.5,9,60.0,2022-07-26T06:03:51,2022-07-26T18:30:35,0.92,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43450099999,43467099999,CEI0000VCCC,CEI0000VCBI,43466099999,CEM00043466"
Colombo,2022-07-27,89.7,77.1,80.8,99.0,77.1,84.9,76.2,86.6,0.327,100,12.5,rain,0,0,17.4,11.4,33.2,1007.7,30.3,7.8,186.2,15.9,7,30.0,2022-07-27T06:03:58,2022-07-27T18:30:27,0.95,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"43450099999,43467099999,CEI0000VCCC,CEI0000VCBI,43466099999,CEM00043466"
Colombo,2022-07-28,86.1,75.3,80.1,96.2,75.3,84.5,75.9,87.7,0.046,100,12.5,rain,0,0,12.5,5.8,247.2,1008.0,27.5,7.8,145.0,12.6,6,30.0,2022-07-28T06:04:05,2022-07-28T18:30:19,0.0,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"43450099999,43467099999,CEI0000VCCC,CEI0000VCBI,43466099999,CEM00043466"
Colombo,2022-07-29,85.0,77.1,81.0,95.6,77.1,86.7,76.8,87.4,0.004,0,0.0,rain,0,0,9.8,8.1,210.9,1007.9,45.5,9.6,125.9,10.9,5,60.0,2022-07-29T06:04:11,2022-07-29T18:30:09,0.02,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"CEM00043486,43450099999,43467099999,CEI0000VCCC,CEI0000VCBI,43486099999,43466099999,CEM00043466"
Colombo,2022-07-30,87.9,77.1,82.1,100.2,77.1,89.0,76.9,84.6,0.142,100,8.33,rain,0,0,19.2,9.2,220.7,1007.6,29.5,8.5,231.6,20.1,8,30.0,2022-07-30T06:04:17,2022-07-30T18:29:59,0.05,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"43450099999,43467099999,CEI0000VCCC,CEI0000VCBI,43466099999,CEM00043466"
Colombo,2022-07-31,87.9,78.9,82.6,105.5,78.9,89.7,77.3,84.4,0.1,100,4.17,rain,0,0,21.5,13.9,224.5,1006.3,32.6,8.2,208.5,17.8,8,30.0,2022-07-31T06:04:23,2022-07-31T18:29:48,0.09,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"43450099999,43467099999,CEI0000VCCC,CEI0000VCBI,43466099999,CEM00043466"
Colombo,2022-08-01,82.5,79.4,80.9,91.1,79.4,86.4,75.2,83.1,0.099,100,20.83,rain,0,0,42.3,25.9,253.2,1006.9,39.6,8.3,97.7,8.3,4,30.0,2022-08-01T06:04:28,2022-08-01T18:29:36,0.12,"Rain, Partially cloudy",Becoming cloudy in the afternoon with rain.,rain,"43450099999,43467099999,CEI0000VCCC,CEI0000VCBI,43466099999,CEM00043466"
Colombo,2022-08-02,84.7,78.0,81.5,93.0,78.0,86.3,73.8,77.8,0.186,100,25.0,rain,0,0,40.7,20.1,249.2,1006.2,42.4,8.2,181.2,15.4,8,10.0,2022-08-02T06:04:32,2022-08-02T18:29:24,0.16,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43450099999,43467099999,CEI0000VCCC,CEI0000VCBI,43466099999,CEM00043466"
Colombo,2022-08-03,84.3,77.1,80.2,92.7,77.1,83.1,74.3,82.4,0.919,100,25.0,rain,0,0,38.0,19.9,248.9,1006.4,44.1,7.8,147.1,12.7,6,10.0,2022-08-03T06:04:36,2022-08-03T18:29:10,0.19,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43450099999,43467099999,CEI0000VCCC,CEI0000VCBI,43466099999,CEM00043466"
Colombo,2022-08-04,84.3,75.3,80.5,92.7,75.3,84.1,74.6,82.7,0.674,100,25.0,rain,0,0,37.6,15.0,247.0,1007.8,35.3,7.6,172.5,14.8,6,10.0,2022-08-04T06:04:40,2022-08-04T18:28:56,0.23,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"CEM00043486,43450099999,43467099999,CEI0000VCCC,CEI0000VCBI,43486099999,43466099999,CEM00043466"
Colombo,2022-08-05,84.3,77.1,80.3,94.4,77.1,83.5,75.5,85.6,1.298,100,33.33,rain,0,0,36.2,13.9,249.8,1008.8,38.7,7.4,162.0,13.9,6,30.0,2022-08-05T06:04:43,2022-08-05T18:28:42,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"43450099999,43467099999,CEI0000VCCC,CEI0000VCBI,43466099999,CEM00043466"
Colombo,2022-08-06,86.1,78.9,82.0,97.4,78.9,89.0,76.0,82.3,0.132,100,16.67,rain,0,0,27.7,12.8,240.1,1008.1,32.2,7.9,216.2,18.7,9,30.0,2022-08-06T06:04:45,2022-08-06T18:28:26,0.3,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"43450099999,43467099999,CEI0000VCCC,CEI0000VCBI,43466099999,CEM00043466"
Colombo,2022-08-07,86.1,77.1,81.5,95.4,77.1,87.2,75.7,83.0,0.017,100,4.17,rain,0,0,25.9,13.9,236.1,1007.8,29.2,8.1,239.1,20.6,8,30.0,2022-08-07T06:04:47,2022-08-07T18:28:10,0.33,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"43450099999,43467099999,CEI0000VCCC,CEI0000VCBI,43466099999,CEM00043466"
Colombo,2022-08-08,86.1,80.3,82.5,95.4,85.7,89.4,75.2,79.0,0.0,0,0.0,,0,0,30.6,12.8,235.3,1008.1,29.9,8.2,242.3,20.8,8,30.0,2022-08-08T06:04:49,2022-08-08T18:27:53,0.37,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43450099999,43467099999,CEI0000VCCC,CEI0000VCBI,43466099999,CEM00043466"
Colombo,2022-08-09,86.1,78.9,82.3,95.6,78.9,88.9,75.3,79.5,0.032,100,8.33,rain,0,0,25.5,11.4,236.4,1008.0,24.1,8.2,254.7,22.1,9,30.0,2022-08-09T06:04:50,2022-08-09T18:27:36,0.4,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"43450099999,43467099999,CEI0000VCCC,CEI0000VCBI,43466099999,CEM00043466"
Colombo,2022-08-10,86.1,78.9,82.3,94.8,78.9,87.5,74.1,76.7,0.0,0,0.0,,0,0,20.4,11.9,241.6,1007.5,30.9,9.1,276.5,23.9,9,30.0,2022-08-10T06:04:51,2022-08-10T18:27:18,0.44,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"43450099999,43467099999,CEI0000VCCC,CEI0000VCBI,43466099999,CEM00043466"
Colombo,2022-08-11,86.1,78.9,82.6,95.4,78.9,88.6,75.2,78.7,0.0,0,0.0,,0,0,19.7,11.4,246.7,1008.1,19.8,8.5,261.8,22.5,9,60.0,2022-08-11T06:04:51,2022-08-11T18:26:59,0.47,Clear,Clear conditions throughout the day.,clear-day,"43450099999,43467099999,CEI0000VCCC,CEI0000VCBI,43466099999,CEM00043466"
Colombo,2022-08-12,86.1,80.7,82.7,97.4,86.4,91.0,76.6,81.8,0.0,0,0.0,,0,0,23.9,11.4,242.6,1008.4,28.7,8.2,243.9,21.0,8,60.0,2022-08-12T06:04:51,2022-08-12T18:26:39,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43450099999,43467099999,CEI0000VCCC,CEI0000VCBI,43466099999,CEM00043466"
Colombo,2022-08-13,86.8,80.7,83.0,97.4,86.4,90.7,75.8,79.3,0.0,0,0.0,,0,0,21.0,10.3,243.8,1008.2,31.9,8.2,256.4,22.2,8,60.0,2022-08-13T06:04:50,2022-08-13T18:26:19,0.54,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43450099999,43467099999,CEI0000VCCC,CEI0000VCBI,43466099999,CEM00043466"
Colombo,2022-08-14,86.1,78.9,82.8,95.7,78.9,89.7,75.3,78.5,0.0,0,0.0,,0,0,19.7,10.3,240.3,1008.5,35.0,8.5,241.9,20.9,8,30.0,2022-08-14T06:04:49,2022-08-14T18:25:58,0.57,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43450099999,43467099999,CEI0000VCCC,CEI0000VCBI,43466099999,CEM00043466"
Colombo,2022-08-15,87.9,77.1,82.1,98.0,77.1,87.8,75.7,81.6,0.0,0,0.0,,0,0,15.7,13.9,211.9,1008.7,19.7,8.0,261.8,22.6,9,60.0,2022-08-15T06:04:47,2022-08-15T18:25:37,0.6,Clear,Clear conditions throughout the day.,clear-day,"43450099999,43467099999,CEI0000VCCC,CEI0000VCBI,43466099999,CEM00043466"
Colombo,2022-08-16,87.9,78.9,82.6,98.0,78.9,89.2,76.0,81.0,0.0,0,0.0,,0,0,22.4,15.0,217.0,1008.9,28.3,9.1,263.3,22.8,9,30.0,2022-08-16T06:04:45,2022-08-16T18:25:15,0.64,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43450099999,43467099999,CEI0000VCCC,CEI0000VCBI,43466099999,CEM00043466"
Colombo,2022-08-17,87.6,78.9,82.7,98.5,78.9,89.9,75.8,80.0,0.016,100,4.17,rain,0,0,21.7,13.9,226.6,1009.7,33.5,9.3,248.8,21.4,8,30.0,2022-08-17T06:04:43,2022-08-17T18:24:52,0.67,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"CEM00043486,43450099999,43467099999,CEI0000VCCC,CEI0000VCBI,43486099999,43466099999,CEM00043466"
Colombo,2022-08-18,87.9,80.1,83.5,98.0,85.3,91.4,75.8,78.2,0.012,100,4.17,rain,0,0,24.2,12.8,232.4,1008.8,37.6,8.5,235.0,20.4,8,30.0,2022-08-18T06:04:40,2022-08-18T18:24:29,0.7,"Rain, Partially cloudy",Clearing in the afternoon with late afternoon rain.,rain,"43450099999,43467099999,CEI0000VCCC,CEI0000VCBI,43466099999,CEM00043466"
Colombo,2022-08-19,87.9,80.7,83.4,98.3,86.4,91.9,76.4,79.9,0.079,100,8.33,rain,0,0,23.5,15.0,237.4,1008.9,31.3,8.4,231.8,20.0,8,30.0,2022-08-19T06:04:36,2022-08-19T18:24:05,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"CEM00043486,43450099999,43467099999,CEI0000VCCC,CEI0000VCBI,43486099999,43466099999,CEM00043466"
Colombo,2022-08-20,86.1,80.7,82.8,97.9,86.4,90.5,75.7,79.2,0.007,0,4.17,rain,0,0,24.4,16.1,236.0,1009.0,38.2,8.0,236.2,20.5,9,30.0,2022-08-20T06:04:33,2022-08-20T18:23:41,0.77,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43450099999,43467099999,CEI0000VCCC,CEI0000VCBI,43466099999,CEM00043466"
Colombo,2022-08-21,87.9,80.7,83.4,98.0,85.5,91.2,75.4,77.3,0.0,0,0.0,,0,0,26.2,13.9,237.6,1009.2,27.5,8.0,248.6,21.5,9,60.0,2022-08-21T06:04:28,2022-08-21T18:23:16,0.8,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43450099999,43467099999,CEI0000VCCC,CEI0000VCBI,43466099999,CEM00043466"
Colombo,2022-08-22,87.9,80.2,82.7,99.7,85.3,90.4,76.1,81.1,0.138,100,25.0,rain,0,0,28.6,12.8,247.7,1009.3,30.1,8.2,201.5,17.5,8,30.0,2022-08-22T06:04:24,2022-08-22T18:22:50,0.83,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43450099999,43467099999,CEI0000VCCC,CEI0000VCBI,43466099999,CEM00043466"
Colombo,2022-08-23,87.6,79.5,83.0,97.4,79.5,89.8,75.2,77.8,0.005,0,0.0,rain,0,0,28.4,12.8,254.9,1009.4,28.1,8.2,235.8,20.3,8,30.0,2022-08-23T06:04:19,2022-08-23T18:22:24,0.87,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43450099999,43467099999,CEI0000VCCC,CEI0000VCBI,43466099999,CEM00043466"
Colombo,2022-08-24,87.9,78.9,82.1,96.1,78.9,87.5,74.0,76.8,0.001,0,0.0,rain,0,0,26.4,9.2,254.4,1009.9,30.3,8.1,174.0,14.9,7,30.0,2022-08-24T06:04:14,2022-08-24T18:21:58,0.9,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43450099999,43467099999,CEI0000VCCC,CEI0000VCBI,43466099999,CEM00043466"
Colombo,2022-08-25,86.1,80.0,82.2,93.7,80.0,87.9,74.1,76.9,0.0,0,0.0,,0,0,24.2,10.3,243.2,1008.4,35.8,8.0,232.0,20.0,8,30.0,2022-08-25T06:04:08,2022-08-25T18:21:31,0.93,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43450099999,43467099999,CEI0000VCCC,CEI0000VCBI,43466099999,CEM00043466"
Colombo,2022-08-26,84.4,78.9,81.6,92.7,78.9,86.8,75.0,80.6,0.16,100,8.33,rain,0,0,26.2,16.1,232.4,1007.4,39.8,7.6,224.3,19.4,8,60.0,2022-08-26T06:04:02,2022-08-26T18:21:04,0.96,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"43450099999,43467099999,CEI0000VCCC,CEI0000VCBI,43466099999,CEM00043466"
Colombo,2022-08-27,84.3,77.8,80.9,91.1,77.8,84.2,73.7,79.1,0.01,0,4.17,rain,0,0,28.6,16.1,244.0,1008.6,35.1,8.1,178.8,15.5,7,30.0,2022-08-27T06:03:55,2022-08-27T18:20:36,0.0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43450099999,43467099999,CEI0000VCCC,CEI0000VCBI,43466099999,CEM00043466"
Colombo,2022-08-28,86.1,78.9,81.9,93.7,78.9,86.6,74.6,79.0,0.0,0,0.0,,0,0,25.9,13.9,235.2,1007.8,29.0,8.2,261.6,22.6,9,30.0,2022-08-28T06:03:49,2022-08-28T18:20:07,0.03,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43450099999,43467099999,CEI0000VCCC,CEI0000VCBI,43466099999,CEM00043466"
Colombo,2022-08-29,86.1,80.0,82.0,95.4,85.2,89.1,75.8,81.6,0.0,0,0.0,,0,0,21.7,15.0,240.5,1007.9,30.8,7.4,219.6,18.8,8,30.0,2022-08-29T06:03:42,2022-08-29T18:19:39,0.07,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43450099999,43467099999,CEI0000VCCC,CEI0000VCBI,43466099999,CEM00043466"
Colombo,2022-08-30,87.9,77.1,81.2,100.2,77.1,86.1,76.8,86.9,0.938,100,25.0,rain,0,0,15.7,11.0,260.8,1007.3,37.1,8.0,190.5,16.3,8,30.0,2022-08-30T06:03:34,2022-08-30T18:19:10,0.1,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43450099999,43467099999,CEI0000VCCC,CEI0000VCBI,43466099999,CEM00043466"
Colombo,2022-08-31,80.7,75.3,77.9,86.4,75.3,78.5,75.3,91.9,1.787,100,37.5,rain,0,0,17.9,10.3,249.0,1007.8,43.0,7.0,105.7,9.1,5,10.0,2022-08-31T06:03:27,2022-08-31T18:18:40,0.14,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"CEM00043486,43450099999,43467099999,CEI0000VCCC,CEI0000VCBI,43486099999,43466099999,CEM00043466"
Colombo,2022-09-01,82.5,75.0,78.5,90.9,75.0,80.4,74.4,87.7,1.368,100,45.83,rain,0,0,22.4,11.4,240.4,1008.6,33.9,6.7,89.6,7.8,4,10.0,2022-09-01T06:03:19,2022-09-01T18:18:11,0.18,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"43450099999,43467099999,CEI0000VCCC,CEI0000VCBI,43466099999,CEM00043466"
Colombo,2022-09-02,87.9,75.3,80.6,97.6,75.3,85.0,74.8,83.2,0.04,100,8.33,rain,0,0,27.7,16.1,209.7,1009.7,25.0,8.1,234.5,20.3,8,30.0,2022-09-02T06:03:11,2022-09-02T18:17:41,0.21,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43450099999,43467099999,CEI0000VCCC,CEI0000VCBI,43466099999,CEM00043466"
Colombo,2022-09-03,87.4,76.8,80.7,99.4,76.8,85.2,75.7,85.5,0.2,100,29.17,rain,0,0,25.7,12.8,210.0,1009.4,27.4,7.9,191.9,16.5,8,30.0,2022-09-03T06:03:02,2022-09-03T18:17:10,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"43450099999,43467099999,CEI0000VCCC,CEI0000VCBI,43466099999,CEM00043466"
Colombo,2022-09-04,87.6,76.9,80.5,98.2,76.9,84.4,76.5,88.3,1.256,100,25.0,rain,0,0,21.5,11.4,209.6,1008.6,30.7,7.5,184.8,16.0,7,30.0,2022-09-04T06:02:54,2022-09-04T18:16:39,0.28,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43450099999,43467099999,CEI0000VCCC,CEI0000VCBI,43466099999,CEM00043466"
Colombo,2022-09-05,82.5,75.3,78.7,92.7,75.3,80.8,76.3,92.6,2.452,100,50.0,rain,0,0,30.4,12.8,231.8,1008.8,40.2,6.6,172.6,14.9,8,30.0,2022-09-05T06:02:45,2022-09-05T18:16:08,0.32,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"CEM00043486,43450099999,43467099999,CEI0000VCCC,CEI0000VCBI,43486099999,43466099999,CEM00043466"
Colombo,2022-09-06,85.8,77.1,80.8,95.0,77.1,84.7,75.4,83.9,0.16,100,12.5,rain,0,0,31.5,12.8,236.8,1009.4,34.0,7.7,167.2,14.4,5,30.0,2022-09-06T06:02:36,2022-09-06T18:15:37,0.35,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"43450099999,43467099999,CEI0000VCCC,CEI0000VCBI,43466099999,CEM00043466"
Colombo,2022-09-07,84.3,78.9,80.9,92.7,78.9,84.6,75.0,82.4,0.034,100,8.33,rain,0,0,31.5,13.9,243.4,1009.8,34.1,8.4,219.5,18.9,8,30.0,2022-09-07T06:02:27,2022-09-07T18:15:06,0.39,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"43450099999,43467099999,CEI0000VCCC,CEI0000VCBI,43466099999,CEM00043466"
Colombo,2022-09-08,84.4,78.9,81.1,92.9,78.9,85.2,74.6,80.9,0.0,0,0.0,,0,0,21.5,13.9,235.0,1009.7,34.2,7.9,224.9,19.5,8,30.0,2022-09-08T06:02:18,2022-09-08T18:14:34,0.42,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43450099999,43467099999,CEI0000VCCC,CEI0000VCBI,43466099999,CEM00043466"
Colombo,2022-09-09,87.4,79.5,82.3,97.3,79.5,88.9,75.6,80.5,0.0,0,0.0,,0,0,25.3,13.9,235.0,1009.4,30.7,7.9,252.4,21.7,8,30.0,2022-09-09T06:02:08,2022-09-09T18:14:02,0.46,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43450099999,43467099999,CEI0000VCCC,CEI0000VCBI,43466099999,CEM00043466"
Colombo,2022-09-10,86.1,78.9,82.3,97.4,78.9,88.9,75.6,80.5,0.185,100,8.33,rain,0,0,27.1,15.0,233.8,1009.7,32.8,8.5,253.6,21.8,8,30.0,2022-09-10T06:01:58,2022-09-10T18:13:30,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"43450099999,43467099999,CEI0000VCCC,CEI0000VCBI,43466099999,CEM00043466"
Colombo,2022-09-11,86.1,80.1,82.3,97.4,85.1,89.7,75.8,81.0,0.0,0,0.0,,0,0,24.2,13.9,238.0,1009.6,28.2,8.2,259.6,22.4,9,30.0,2022-09-11T06:01:49,2022-09-11T18:12:58,0.53,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43450099999,43467099999,CEI0000VCCC,CEI0000VCBI,43466099999,CEM00043466"
Colombo,2022-09-12,87.6,78.9,82.7,97.9,78.9,89.6,75.4,79.0,0.0,0,0.0,,0,0,23.3,11.4,230.8,1009.0,26.9,8.2,271.4,23.5,9,30.0,2022-09-12T06:01:39,2022-09-12T18:12:25,0.56,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43450099999,43467099999,CEI0000VCCC,CEI0000VCBI,43466099999,CEM00043466"
Colombo,2022-09-13,87.9,77.1,82.7,97.6,77.1,89.5,75.4,79.2,0.002,0,0.0,rain,0,0,19.7,10.3,220.9,1010.0,24.7,7.9,246.1,21.3,8,30.0,2022-09-13T06:01:29,2022-09-13T18:11:53,0.59,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43450099999,43467099999,CEI0000VCCC,CEI0000VCBI,43466099999,CEM00043466"
Colombo,2022-09-14,87.9,77.1,82.3,98.0,77.1,88.3,76.0,81.9,0.045,100,4.17,rain,0,0,21.3,15.0,216.5,1011.7,25.9,6.6,259.5,22.3,9,30.0,2022-09-14T06:01:19,2022-09-14T18:11:20,0.62,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"43450099999,43467099999,CEI0000VCCC,CEI0000VCBI,43466099999,CEM00043466"
Colombo,2022-09-15,86.3,77.1,81.9,97.4,77.1,87.9,76.0,82.8,0.0,0,0.0,,0,0,18.8,10.3,225.7,1012.0,24.4,7.2,257.4,22.3,9,30.0,2022-09-15T06:01:09,2022-09-15T18:10:48,0.66,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43450099999,43467099999,CEI0000VCCC,CEI0000VCBI,43466099999,CEM00043466"
Colombo,2022-09-16,87.6,77.1,82.1,97.6,77.1,87.8,75.1,79.9,0.0,0,0.0,,0,0,21.9,11.4,231.5,1010.2,19.7,6.8,261.1,22.5,9,30.0,2022-09-16T06:00:59,2022-09-16T18:10:15,0.69,Clear,Clear conditions throughout the day.,clear-day,"43450099999,43467099999,CEI0000VCCC,CEI0000VCBI,43466099999,CEM00043466"
Colombo,2022-09-17,87.9,75.3,82.3,98.3,75.3,88.2,75.1,79.5,0.004,0,0.0,rain,0,0,22.6,12.1,228.3,1009.9,24.4,7.3,231.6,19.9,8,30.0,2022-09-17T06:00:49,2022-09-17T18:09:42,0.72,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43450099999,43467099999,CEI0000VCCC,CEI0000VCBI,43466099999,CEM00043466"
Colombo,2022-09-18,87.9,77.1,83.5,100.2,77.1,91.8,76.5,80.0,0.0,0,0.0,,0,0,22.8,9.2,229.1,1010.4,24.6,6.7,237.9,20.6,9,30.0,2022-09-18T06:00:39,2022-09-18T18:09:10,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"CEM00043486,43450099999,43467099999,CEI0000VCCC,CEI0000VCBI,43486099999,43466099999,CEM00043466"
Colombo,2022-09-19,87.9,80.7,83.6,100.2,87.4,92.7,76.8,80.4,0.0,0,0.0,,0,0,21.9,11.4,237.0,1010.3,25.9,6.9,204.3,17.6,8,60.0,2022-09-19T06:00:28,2022-09-19T18:08:37,0.79,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43450099999,43467099999,CEI0000VCCC,CEI0000VCBI,43466099999,CEM00043466"
Colombo,2022-09-20,89.2,80.7,83.9,102.1,86.4,92.8,76.4,78.7,0.002,0,0.0,rain,0,0,22.8,12.8,236.7,1010.1,24.8,6.8,253.8,22.0,9,30.0,2022-09-20T06:00:18,2022-09-20T18:08:04,0.82,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43450099999,43467099999,CEI0000VCCC,CEI0000VCBI,43466099999,CEM00043466"
Colombo,2022-09-21,89.2,78.9,83.5,101.7,78.9,91.1,76.0,78.7,0.116,100,8.33,rain,0,0,21.7,11.4,225.5,1010.0,23.3,7.4,247.3,21.5,9,60.0,2022-09-21T06:00:08,2022-09-21T18:07:32,0.85,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"43450099999,43467099999,CEI0000VCCC,CEI0000VCBI,43466099999,CEM00043466"
Colombo,2022-09-22,87.9,77.1,83.0,99.0,77.1,89.7,75.7,79.3,0.016,100,8.33,rain,0,0,19.9,12.8,231.3,1010.4,24.9,8.4,257.0,22.3,9,30.0,2022-09-22T05:59:59,2022-09-22T18:06:59,0.88,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"CEM00043486,43450099999,43467099999,CEI0000VCCC,CEI0000VCBI,43486099999,43466099999,CEM00043466"
Colombo,2022-09-23,89.2,77.1,83.6,98.0,77.1,90.9,75.3,76.8,0.0,0,0.0,,0,0,21.3,9.2,238.7,1010.7,25.3,8.0,263.1,22.7,9,30.0,2022-09-23T05:59:49,2022-09-23T18:06:26,0.91,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43450099999,43467099999,CEI0000VCCC,CEI0000VCBI,43466099999,CEM00043466"
